,text
2005,"""We must guard against being fooled by false slogans, such as 'right-to-work,' it is a law to rob us of our civil rights and job rights."" -MLK Jr. #BlackLivesMatter #BlackHistoryMonth"
2006,"#Zelensky on #Putin’s kill list in the most dangerous place on earth #Kyiv #Ukraine in war.
Trump in White House hiding in bunker the most secure place on the planet during #BlackLivesMatter Peace Protest
You can’t make this shit up! LOL MAGA https://t.co/1k9qKBwUsI"
2007,"RT @AndyGibsonTV: The house fire analogy @DavidOtunga gave on @CourtTV speaking about the #BlackLivesMatter Vs. #AllLivesMatter arguement,…"
2008,"So the train transporting passengers from Ukraine to Poland insist white people must be transported first and if the train still has seats before black people can get in 💔🤧 Racists shit
#WeAreallOne 
#UkraineRussiaWar 
#Africans 
#BlackLivesMatter 
#Ukriane"
2009,"RT @AriesaSandino: If you were a historian, how would you title 2020-2022 given COVID, Trump, #BlackLivesMatter Movement, White Nationalist…"
2010,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…"
2011,"RT @Ehi_Zi: Remember...
Jesus loves the little children of the world 'they are Yellow 💛 Black 🖤 and White 🤍 they are precious in his eyes..…"
2012,RT @wesley_lottem: Black lives matter #BlackLivesMatter #AfricansinUkraine #ukraine https://t.co/YVmZWheW1T
2013,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2014,"RT @AriesaSandino: If you were a historian, how would you title 2020-2022 given COVID, Trump, #BlackLivesMatter Movement, White Nationalist…"
2015,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2016,Considering the colour of one's skin in the midst of war is so cruel &amp; inhumane. We're tired of shouting #BlackLivesMatter without positive results.
2017,RT @citytalks2: They should  at least allow entry for women and children. Racism is  in their blood. Even when faced with annihilation Ukra…
2018,RT @TracyMorison: #BlackLivesMatter Ukrainians hold back Black Africans from boarding trains to flee the country. Poland (of all countries)…
2019,RT @wesley_lottem: Black lives matter #BlackLivesMatter #AfricansinUkraine #ukraine https://t.co/YVmZWheW1T
2020,RT @TracyMorison: #BlackLivesMatter Ukrainians hold back Black Africans from boarding trains to flee the country. Poland (of all countries)…
2021,"RT @DerenicByrd: Kalief Browder allegedly stole a backpack at 16, spent 3 yrs at Riker's Island without trial.

Riley Williams stole a lapt…"
2022,"#BlackLivesMatter
#RacistEU
NATO, EU never had Africa's best interests, Putin been fighting for African rights. #istandwithrussia https://t.co/atoFIyvTaD"
2023,"RT @PkChelzard: When US &amp; NATO attacked &amp; ruined #Lybia killing many innocent, it was not war crime but they want us to believe that Russia…"
2024,RT @OldMainBell: Ding? ding Ding* ding #PennState #BlackLivesMatter #JusticeForAll
2025,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…"
2026,"RT @AriesaSandino: If you were a historian, how would you title 2020-2022 given COVID, Trump, #BlackLivesMatter Movement, White Nationalist…"
2027,"@flipit661 @jackdan80 The BLM movement began in July 2013, with the use of the hashtag #BlackLivesMatter on social media after the acquittal of George Zimmerman in the shooting death of African-American teen Trayvon Martin 17 months earlier in February 2012. Zimmerman and the jury created this."
2028,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
2029,RT @OldMainBell: Ding? ding Ding* ding #PennState #BlackLivesMatter #JusticeForAll
2030,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
2031,"RT @ggiittiikkaa: Africans are not being allowed to escape from Ukraine, as it's priority for others to be safe first. EU countries are not…"
2032,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2033,#BlackLivesMatter is the woman who starts crying about her divorce at your father's funeral. https://t.co/fDujI2duJi
2034,"RT @ECforMedium: It's not often I do this but this cowardly bully Violet Mermelstein needs to be avoided and shunned 
she is a vicious bull…"
2035,RT @citytalks2: They should  at least allow entry for women and children. Racism is  in their blood. Even when faced with annihilation Ukra…
2036,RT @empiremike__: It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety…
2037,RT @kedomi: I promise y’all I am team #StandWithUkriane all day. But if I see Ukraine following neighbors making it hard for Black people t…
2038,"If you were a historian, how would you title 2020-2022 given COVID, Trump, #BlackLivesMatter Movement, White Nationalists finally being declared national terrorists, Cops being held accountable, our first biracial female VP, Joe Biden, and #UkraineRussiaWar?"
2039,Ding? ding Ding* ding #PennState #BlackLivesMatter #JusticeForAll
2040,RT @wesley_lottem: Black lives matter #BlackLivesMatter #AfricansinUkraine #ukraine https://t.co/YVmZWheW1T
2041,They should  at least allow entry for women and children. Racism is  in their blood. Even when faced with annihilation Ukranian authorities still have a gunload of racism. #BlackLivesMatter https://t.co/0D1MhbUAqM
2042,"RT @Ehi_Zi: Remember...
Jesus loves the little children of the world 'they are Yellow 💛 Black 🖤 and White 🤍 they are precious in his eyes..…"
2043,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2044,"It's this simple our black brother and sisters are locked when cats and dogs of the whites are allowed to flee for safety
#RacistEU 
#BlackLivesMatter 
#AfricansinUkraine https://t.co/Ow5v2J8XiN"
2045,"I promise y’all I am team #StandWithUkriane all day. But if I see Ukraine following neighbors making it hard for Black people to flee, I promise y’all I am Team Black People all day, all night, weekends and holidays. And I promise you should be too. #BlackLivesMatter everywhere"
2046,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2047,"RT @akaroa614: This is a flagrant abuse of human rights. Every single person deserves the same level of compassion! 

#HumanRights 
#BlackL…"
2048,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2049,RT @Lapablomedia: Stop Racism in Ukraine #racism #BlackLivesMatter #UkraineRussiaWar #Ukraine https://t.co/llV5ANgb3P
2050,RT @TracyMorison: #BlackLivesMatter Ukrainians hold back Black Africans from boarding trains to flee the country. Poland (of all countries)…
2051,"RT @CUmeberechukwu: #NigeriaInvasion: Why the World Attention is on Ukraine, the #Nigeria State Invaded BIAFRA. The World Won't Talk about…"
2052,"RT @DerenicByrd: Kalief Browder allegedly stole a backpack at 16, spent 3 yrs at Riker's Island without trial.

Riley Williams stole a lapt…"
2053,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2054,"#BlackLivesMatter
Africans standing with EU, NATO and Ukraine clearly they don't know their history. https://t.co/tAUtpxXok4"
2055,RT @TracyMorison: #BlackLivesMatter Ukrainians hold back Black Africans from boarding trains to flee the country. Poland (of all countries)…
2056,Black lives matter #BlackLivesMatter #AfricansinUkraine #ukraine https://t.co/YVmZWheW1T
2057,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2058,RT @SlaAnomaly345: @Jimbo_Ledder @PeachesOtera @Steve95505733 Let's get another global #BlackLivesMatter protest going in midst of this Ukr…
2059,"#African students trapped in #Ukraine say they face extra challenges as they try to escape the war, including being blocked from getting off trains or barred from crossing borders to neighbouring countries.#IrishTimes 
#BlackLivesMatter 
#BlackHistoryMonth
https://t.co/Eaqk1voqUc"
2060,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2061,"RT @AdrblyFerocious: Black lives exist every day, not only in the shortest month of the year. 🙄 ✊🏽✊🏾✊🏿✊🏼

#BlackHistoryMonth 
#BlackLivesMa…"
2062,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2063,"@Jimbo_Ledder @PeachesOtera @Steve95505733 Let's get another global #BlackLivesMatter protest going in midst of this Ukrainian crisis, perhaps it prevents world war 3? People, children in Ukraine are dying and racism is your main concern right now? #RealityCheck"
2064,@BBCBreaking and @CNN and all other international media outlets should speak out on the atrocities black people are facing in Ukraine. At least Putin loves Africans. #SupportRussia #BlackLivesMatter #racism #RacistUkraine  #RacistEU
2065,RT @Ami_Maxine: My goal for 2022 is to read a short story every single day. Day 58/365 is “A Selfish Invention” by Donald Edem Quist @donal…
2066,"RT @MnenaRoyalty: #Ukriane #racism #AfricansinUkraine Black lives Matter #Kiyv #BlackLivesMatter #RussiaUkraineWar #Ukarine  #
""Ukrainians""…"
2067,RT @BeeWilde2: @AnastasiaRoya20 @hellen3030 #MeToo 👍Harry and Meghan are exploiting #NAACP #BlackLivesMatter #BLM in order to enrich their…
2068,"RT @isidney75: What is going on??? This is ridiculous!!! This is sad. I know there's a war but this is wrong on so many levels!!!
#RussiaUk…"
2069,"It's appalling to hear reports of Africans being denied access at the Polish border and not allowed onto trains to escape Ukraine

https://t.co/hltzkovhp4

#BlackLivesMatter"
2070,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…"
2071,RT @iamrazorgirl: Why should the Nazi army be destroyed? #BlackLivesMatter  #DestroyNaziArmy
2072,"The ""Western (aka white) World"" has all the work to do. Europe likes to pretend how civilized they are &amp;  yet learned nothing from WW2. Racism is out in the open. 

Poland refusing entry to black people b/c they aren't ""Ukrainian""? Humans have no borders.

#BlackLivesMatter https://t.co/4BsAl45Hfv"
2073,"RT @alan_cumari: #RacistEU #NigeriansInUkraine #UkraineRussiaWar #UkraineUnderAttack #ukraine #BlackLivesMatter #racism 
When US &amp; NATO att…"
2074,So #BlackLivesMatter had no effect I see.. since when are #LGBTQ mfs racist tho https://t.co/LkLmxpohLO
2075,"RT @PkChelzard: When US &amp; NATO attacked &amp; ruined #Lybia killing many innocent, it was not war crime but they want us to believe that Russia…"
2076,Just in resident from Ukrainian city of Donetsk board a safe bus with security to our camp #BlackLivesMatter #The Ukrainian #Ukraine #help##9News #NewsAlert https://t.co/uINSFS6BJH
2077,For everyone saying they just aren't letting the men leave #blacksinUkraine #BlackLivesMatter #AfricansinUkraine https://t.co/wsSzWCcaXr
2078,"@martinmcln @RT_com #BlackLivesMatter inspired her to come up with the racist supremacist #Marxist psychological torture program, failed at home and did a Hillary on Europe too....https://t.co/nezsvNGG5r"
2079,"RT @PiccadillyCrown: “Mama, mama, mama!
I can’t breathe!
Please, man.
You’re going to kill me, man!
I can’t believe this.
Tell my kids, I l…"
2080,RT @NancysEdNotes: @SholaMos1 Anti-Blackness is real and not new. It is centuries old it is why the #BlackLivesMatter  movement exists.
2081,"RT @037ERA: #AfricansinUkraine  #blacksinUkraine #BlackLivesMatter #PolishBorder #Krakow 

Download telegram &amp; contact her if you need assi…"
2082,"All 2020-2022 virtue signaling in one tweet:

#stayhometosavelives

#maskup

#BlackLivesMatter 

#rgb

#igotvaccinated

#keepmasking

#igotboosted

#istillmask

#IStandWithUkriane 

What did I miss?"
2083,"RT @akaroa614: This is a flagrant abuse of human rights. Every single person deserves the same level of compassion! 

#HumanRights 
#BlackL…"
2084,"RT @mainbridge_ltd: With the racism that is being meted on blacks by the ukrainians, Russian is soon going to win the online war.  #RacistE…"
2085,"RT @randommita: They need to get through first. 
#AfricansinUkraine #BlackLivesMatter #BLM #UkraineRussiaWar"
2086,RT @d_cjman: Nigerians are finally making it into Poland✊🏾✊🏾✊🏾#AfricansinUkraine #BlackLivesMatter #UkraineRussiaWar https://t.co/ENYSxHH4kY
2087,"Africans are trapped in Ukraine, the police are allowing whites only to cross the bothers to neighboring countries. Africans are stop at gun point from crossing

#RacismMustFall
#BlackLivesMatter
#UkraineRussia"
2088,"New #Freestyle 
I wanna sex you up 
#BigReese 
#TrapFiles 
#producer #beats #studio  @Interscope #music #artist #hiphop #TrendingNow #music #trending #rap #followback #Repost #jamesbrown #instrumentals #likes #BlackLivesMatter #February #SundayThoughts https://t.co/JfCRcqTrT8"
2089,"This is cool!!! #Quiz
#BlackHistoryMonth #Blackhistorymonth2022 #BlackTwitter #BlackHistory #AfricansAndAfricanAmericans #AfricanAmerican #blackamerica #BlackLivesMatter  no disrespect to others #PanAfrican #kreole #Caribbean #Bridgingthegap🖤🤎🤍🌍🌏🌎 #Anthro #Anthropology https://t.co/ZzNrn5Tlfu https://t.co/ibYkl6kLeZ"
2090,Let Ukraine fight their war #BlackLivesMatter #racism #Russia #AfricansinUkraine https://t.co/LAzIkEt11Z
2091,"#RacistEU #NigeriansInUkraine #UkraineRussiaWar #UkraineUnderAttack #ukraine #BlackLivesMatter #racism 
When US &amp; NATO attacked &amp; ruined Lybia killing many innocent, it was not war crime but they want us to believe that Russia's invasion is the worst war crime https://t.co/wUJtFmL5ml"
