,Unnamed: 0,text,Preporcessed_Text
2561,2561,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/NBOExcFlNv

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstconboexcflnv cms
2562,2562,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/87Kz90aPXw

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcokzapxw cms
2563,2563,@drboycewatkins1 Like #BlackLivesMatter  the NAACP is mainly controlled by White Libs (who fake like they arent as racist as conservatives). So why would this type of bs be shocking? They used what they did n Africa as justification for the award. But what does that have to do with Black America?,drboycewatkin like blacklivesmatter naacp mainly control white libs fake like be not racist conservative would type bs shocking use n africa justification award black america
2564,2564,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/iFVhKs8FpO

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcoifvhksfpo cms
2565,2565,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/iFVhKs8FpO

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcoifvhksfpo cms
2566,2566,"@BBCWorld @NavroopSingh_ @lipikapelham This is the so called European white developed Civilised Nation. Beautiful display of Love for the blonde, blue eye people and utterly racist discrimination against vulnerable Non-White #Black and #Brown people in these terrible times. #Ukraine #BlackLivesMatter",bbcworld navroopsingh lipikapelham call european white develop civilised nation beautiful display love blonde blue eye people utterly racist discrimination vulnerable nonwhite black brown people terrible time ukraine blacklivesmatter
2567,2567,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/iFVhKs8FpO

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcoifvhksfpo cms
2568,2568,"@AaroshaC @APiriyasakhan @SawyerHackett Tell @SecBlinken @PressSec @POTUS @DNC @GOP they can say whatever, but everyone see the #Hypocrisy of their #WhiteSupremacists agenda. In 3 days they're trying to make the 🌎 believe that #Putin is a threat, while they have amnesia, #mkultra.#BlackLivesMatter @_AfricanUnion https://t.co/s62ZEZUTcB",aaroshac apiriyasakhan sawyerhackett tell secblinken presssec potus dnc gop say whatever everyone see hypocrisy whitesupremacist agenda day try make believe putin threat amnesia mkultrablacklivesmatter africanunion httpstcoszezutcb
2569,2569,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/iFVhKrR41e

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcoifvhkrre cms
2570,2570,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/rSFvFIelIj

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcorsfvfielij cms
2571,2571,"#BlackLivesMatter #Poland 

#Hitler says 👇 https://t.co/f7ca2Xp9VJ",blacklivesmatter poland hitler say httpstcofcaxpvj
2572,2572,RT @__iztrinipikrni: Trying to be empathetic towards the Ukrainian people...this makes it hard. Racism never takes a day off! Thank you for…,rt iztrinipikrni try empathetic towards ukrainian peoplethis make hard racism never take day thank
2573,2573,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/rSFvFIelIj

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcorsfvfielij cms
2574,2574,@prageru Sorry but with his wife being who she is  u know that fool was looking #BlackLivesMatter #Oprah,prageru sorry wife u know fool look blacklivesmatter oprah
2575,2575,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/0btlvPaUkw

#CMS…",rt alima south africa gem audacity repeat realities apartheid discrimination httpstcobtlvpaukw cms
2576,2576,"With this post we are not trying to create separatism.
We seek to highlight the amount of racism that still exists in the world.
#AfricansinUkraine #StopRacism #BlackLivesMatter https://t.co/1Y1Et0NRZ6",post try create separatism seek highlight amount racism still exist world africansinukraine stopracism blacklivesmatter httpstcoyetnrz
2577,2577,"RT @itssdunnu: #EndSARS 
#BlackLivesMatter 
@cnnbrk @BBCNews @BBCBreaking @itvnews @Channel4News @NBCNews 
Truth is the first world countri…",rt itssdunnu endsars blacklivesmatter cnnbrk bbcnew bbcbreake itvnews channelnews nbcnews truth first world countri
2578,2578,"Thu Sep 17 2020 New York City, New York - Protester tackled and arrested after stepping into sidewalk WATCH: https://t.co/SMhgw0xJLz City #NewYork CityNew York #NYCPD #blacklivesmatter #blm #defundthepolice #abolishthepolice",thu sep new york city new york protester tackle arrest stepping sidewalk watch httpstcosmhgwxjlz city newyork citynew york nycpd blacklivesmatter blm defundthepolice abolishthepolice
2579,2579,"RT @Alima1000: GEMS has abandoned its transformation mandate by deliberately engaging in apartheid racism practices.

🥼🩺
https://t.co/0btlv…",rt alima gem abandon transformation mandate deliberately engage apartheid racism practice httpstcobtlv
2580,2580,"RT @Alima1000: GEMS has abandoned its transformation mandate by deliberately engaging in apartheid racism practices.

🧑🏿‍⚕️🩺
https://t.co/N…",rt alima gem abandon transformation mandate deliberately engage apartheid racism practice httpstcon
2581,2581,"RT @helenamnna: @Gadhwara27 Stop the racism
#BlackLivesMatter #prayforafricansinukraine #racism #AfricansinUkraine https://t.co/rBJkkiFo1K",rt helenamnna gadhwara stop racism blacklivesmatter prayforafricansinukraine racism africansinukraine httpstcorbjkkifok
2582,2582,"RT @doloreselee: #SundayShoutout
💙🖤❤👑 NEVER FORGOTTEN
Noah, Shukri, Siyanda, Christopher, Mohamud, Mouayed, Osime, Elliot
@FIONADONOHOE2 @j…",rt doloreselee sundayshoutout never forget noah shukri siyanda christopher mohamud mouaye osime elliot fionadonohoe j
2583,2583,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/KuWfVcTErl

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcokuwfvcterl cms
2584,2584,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/KuWfVdbfPV

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcokuwfvdbfpv cms
2585,2585,"RT @Alima1000: ""South Africa""

GEMS has the audacity to repeat the realities of apartheid discrimination.

🥼🩺
https://t.co/KuWfVdbfPV

#CMS…",rt alima south africa gem audacity repeat realitie apartheid discrimination httpstcokuwfvdbfpv cms
2586,2586,"As we celebrate these protestors (and we should) let's pause to think about how we talk about the demonstrations here at home.  
#BlackLivesMatter https://t.co/41sNRecKsV",celebrate protestor let us pause think talk demonstration home blacklivesmatter httpstcosnrecksv
2587,2587,"RT @Alima1000: GEMS has abandoned its transformation mandate by deliberately engaging in apartheid racism practices.

🥼🩺
https://t.co/KuWfV…",rt alima gem abandon transformation mandate deliberately engage apartheid racism practice httpstcokuwfv
2588,2588,RT @gutsywoman19: @stephhegarty @jelani9 No matter where you go in the world...🥺 #BlackLivesMatter,rt gutsywoman stephhegarty jelani matter go world blacklivesmatter
2589,2589,"RT @KarinBorjeesson: #repost @m.a.r.f.makearacistfamous 

#racism #racismisreal #racismiseverywhere #blacklivesmatter #ukraine #ukrainecris…",rt karinborjeesson repost marfmakearacistfamous racism racismisreal racismiseverywhere blacklivesmatter ukraine ukrainecris
2590,2590,"RT @SFI_CEC: The city taught our planet the famous slogan- 'Tomar naam amar nam/Vietnam Vietnam.""(Your name, my name/ Vietnam Vietnam)
Toda…",rt sficec city teach planet famous slogan tomar naam amar namvietnam vietnamyour name name vietnam vietnam toda
2591,2591,"RT @BeeWilde2: @LouLouLa10 Trevor Coult tells it like it is...he's spot on re: the #SussexFrauds #PrinceHarry &amp; #MeghanMarkle are liars, gr…",rt beewilde louloula trevor coult tell like ishe spot sussexfrauds princeharry amp meghanmarkle liars gr
2592,2592,Black people stopped at the border. #AfricansinUkraine #racism #BlackLivesMatter https://t.co/CwBRLTEotI,black people stop border africansinukraine racism blacklivesmatter httpstcocwbrlteoti
2593,2593,"The fight for our right to vote is still not over. We stand with Pamela Moses over this grave injustice. ✊🏾 
#BlackLivesMatter #BlackVotesMatter 
https://t.co/0yT1iDDIyi",fight right vote still stand pamela moses grave injustice blacklivesmatter blackvotesmatter httpstcoytiddiyi
2594,2594,"The second step of #OperationGanga became successful as 250 more Indians were brought back from Ukraine

#RussiaUkraineConflict #UkraineRussiaCrisis #blacklivesmatter 

https://t.co/fYmznIX2ph",second step operationganga become successful indians bring back ukraine russiaukraineconflict ukrainerussiacrisis blacklivesmatter httpstcofymznixph
2595,2595,RT @atobereket: #BlackLivesMatter #NoMore interference in sovereign countries. Russians and Ukrainians are brothers they can solve their is…,rt atobereket blacklivesmatter nomore interference sovereign country russians ukrainians brother solve
2596,2596,"#repost @m.a.r.f.makearacistfamous 

#racism #racismisreal #racismiseverywhere #blacklivesmatter #ukraine #ukrainecrisis #ukrainewar https://t.co/ufancQxr8k",repost marfmakearacistfamous racism racismisreal racismiseverywhere blacklivesmatter ukraine ukrainecrisis ukrainewar httpstcoufancqxrk
2597,2597,"RT @mefeater: 10 years ago today #TrayvonMartin was shot and killed while walking home unarmed. We will always remember him. 🖤
#BlackLivesM…",rt mefeater year ago today trayvonmartin shoot kill walk home unarmed always remember blacklivesm
2598,2598,RT @MzT_Michele: Good Morning…. Grand Rising! Happy Sunday Y’all! Enjoy It &amp; Have A Great One! Stay Safe! 😉😚❤️✌🏾 #GODIsGood🙏🏾 #StillWearing…,rt mztmichele good morning grand rise happy sunday y all enjoy amp great one stay safe godisgood stillweare
2599,2599,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…",rt fdabeeer tweeters express anger ukrainian government prevent black people leave polandagain racism
2600,2600,"RT @efobherry: WTF 🤬🤬
So many wars in Africa right now but I'd never seen anyone talk about it on Twitter but Russia invading Ukraine, Blac…",rt efobherry wtf many war africa right would never see anyone talk twitt russia invade ukraine blac
2601,2601,"RT @jingifer: I believe that #BlackLivesMatter, #indigenouslivesmatter, that #TransRightsAreHumanRights, and that we should #StopAsianHate…",rt jingifer believe blacklivesmatter indigenouslivesmatter transrightsarehumanright stopasianhate
2602,2602,RT @MeSanketMunde: I guess no more #BlackLivesMatter rallies in support of the mistreatment of the #AfricansinUkraine since they are not in…,rt mesanketmunde guess blacklivesmatter rally support mistreatment africansinukraine since
2603,2603,"RT @zodiac_dka: Ignorance of our history as Africans, has lead to the brainwashing of the westerners, Russia stood behind Africa during the…",rt zodiacdka ignorance history african lead brainwash westerner russia stand behind africa
2604,2604,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…",rt fdabeeer tweeters express anger ukrainian government prevent black people leave polandagain racism
2605,2605,"RT @BiafranTweets: #FocusOnBiafra: It's never late to Speak about BIAFRA seeking for #REFERENDUM to save lives. #BlackLivesMatter

#FreeBia…",rt biafrantweets focusonbiafra never late speak biafra seek referendum save life blacklivesmatter freebia
2606,2606,"@TonnyNsubuga3 @Louise94622028 @chidi_blyden @epsteinova @HEBobiwine @AsstSecStateAF Nice sounding BS. 150 people were massacred by @KagutaMuseveni &amp; #Muhoozi on Nov. 17 &amp; 18, 2020 The pure disregard for #BlackLivesMatter by white &amp; Black people not surprising. #Frantz #Fannon explained it in #BlackFaceWhiteMasks You think they'd gloss over 150 dead white folk?",tonnynsubuga louise chidiblyden epsteinova hebobiwine asstsecstateaf nice sound bs people massacre kagutamuseveni amp muhoozi nov amp pure disregard blacklivesmatter white amp black people surprise frantz fannon explain blackfacewhitemask think would gloss dead white folk
2607,2607,"RT @fd_abeeer: Tweeters express their anger at the Ukrainian government, for preventing black people from leaving for Poland!!Again? Racism…",rt fdabeeer tweeters express anger ukrainian government prevent black people leave polandagain racism
2608,2608,"RT @RefugeesinLibya: We call on all relevant authorities, active parties to let African refugees in to Poland like any other refugees,they…",rt refugeesinlibya call relevant authority active party let african refugee poland like refugeesthey
2609,2609,"RT @sassycrass: Y'ALL! Dani is thee GENIUS behind my ""#BlackLivesMatter is NOT a radical statement"" logo. These stickers are dope! Please,…",rt sassycrass y all dani thee genius behind blacklivesmatter radical statement logo sticker dope please
2610,2610,"RT @Hollywoodunloc2: Update from Ukraine 
#UkraineRussiaWar #BlackLivesMatter https://t.co/sRf3U9039h",rt hollywoodunloc update ukraine ukrainerussiawar blacklivesmatter httpstcosrfuh
2611,2611,RT @CaptWanderiCFE: #Racism against #Africans &amp; other pple of colour is continuing in #Eastern #Europe with #Poland #Romania #Slovakia deny…,rt captwandericfe racism africans amp pple colour continue eastern europe poland romania slovakia deny
